1	21 
1	20 
1	19 
1	18 
1	20 
1	20 
1	1 
1	20 
1	15 
1	17 
1	23 
1	26 
1	1 
1	30 
1	14 
1	1 
1	25 
1	18 
1	18 
1	28 
1	22 
1	19 
1	1 
1	16 
1	25 
1	16 
1	1 
1	31 
1	16 
1	29 
1	19 
1	1 
1	25 
1	1 
1	18 
1	27 
1	22 
1	20 
1	21 
1	27 
1	23 
1	1 
1	25 
1	26 
1	27 
1	34 
1	31 
1	25 
1	32 
1	22 
1	31 
1	1 
1	23 
1	21 
1	1 
1	22 
1	26 
1	18 
1	18 
1	36 
1	33 
1	34 
1	1 
1	26 
1	1 
1	1 
1	1 
1	24 
1	1 
1	22 
1	1 
1	23 
1	32 
1	1 
1	23 
1	26 
1	26 
1	1 
1	28 
1	1 
1	1 
1	23 
1	23 
1	44 
1	35 
1	1 
1	1 
1	22 
1	1 
1	38 
1	22 
1	33 
1	24 
1	31 
1	1 
1	1 
1	28 
1	16 
1	19 
1	37 
1	21 
1	30 
1	21 
1	34 
1	24 
1	23 
1	14 
1	33 
1	22 
1	26 
1	27 
1	16 
1	1 
1	13 
1	26 
1	28 
1	1 
1	33 
1	21 
1	1 
1	21 
1	23 
1	28 
1	26 
1	19 
1	31 
1	29 
1	26 
1	1 
1	21 
1	1 
1	25 
1	31 
1	23 
1	29 
1	16 
1	33 
1	17 
1	22 
1	1 
1	28 
1	27 
1	21 
1	21 
1	13 
1	22 
1	1 
1	1 
1	20 
1	26 
1	20 
1	26 
1	18 
1	1 
1	1 
1	31 
1	20 
1	19 
1	26 
1	20 
1	21 
1	36 
1	26 
1	28 
1	20 
1	27 
1	21 
1	18 
1	32 
1	1 
1	36 
1	22 
1	28 
1	20 
1	21 
1	25 
1	23 
1	1 
1	27 
1	25 
1	28 
1	27 
1	26 
1	13 
1	31 
1	22 
1	1 
1	1 
1	1 
1	17 
1	29 
1	16 
1	31 
1	31 
1	1 
1	23 
1	30 
1	1 
1	27 
1	1 
1	25 
1	21 
1	1 
1	17 
1	1 
1	18 
1	19 
1	1 
1	1 
1	23 
1	22 
1	18 
1	24 
1	1 
1	20 
1	21 
1	21 
1	1 
1	1 
1	29 
1	36 
1	28 
1	37 
1	1 
1	24 
1	31 
1	21 
1	32 
1	1 
1	1 
1	11 
1	21 
1	24 
1	1 
1	20 
1	32 
1	28 
1	13 
1	29 
1	35 
1	28 
1	31 
1	16 
1	1 
1	1 
1	21 
1	23 
1	25 
1	32 
1	18 
1	1 
1	23 
1	18 
1	26 
1	1 
1	37 
1	31 
1	21 
1	25 
1	35 
1	1 
1	36 
1	36 
1	31 
1	16 
1	1 
1	26 
1	28 
1	12 
1	21 
1	26 
1	25 
1	33 
1	18 
1	29 
1	25 
1	18 
1	1 
1	22 
1	1 
1	19 
1	26 
1	31 
1	24 
1	20 
1	1 
1	1 
1	20 
1	21 
1	27 
1	1 
1	29 
1	24 
1	46 
1	23 
1	1 
1	1 
1	1 
1	29 
1	17 
1	13 
1	1 
1	19 
1	18 
1	22 
1	24 
1	25 
1	21 
1	1 
1	35 
1	24 
1	1 
1	1 
1	27 
1	26 
1	1 
1	23 
1	1 
1	33 
1	1 
1	17 
1	22 
1	1 
1	1 
1	24 
1	34 
1	1 
1	23 
1	22 
1	42 
1	19 
1	25 
1	24 
1	17 
1	29 
1	25 
1	23 
1	17 
1	24 
1	16 
1	39 
1	13 
1	33 
1	34 
1	1 
1	26 
1	1 
2	19 
2	1 
2	25 
2	1 
2	32 
2	24 
2	19 
2	19 
2	30 
2	31 
2	27 
2	1 
2	27 
2	1 
2	12 
2	24 
2	1 
2	12 
2	37 
2	17 
2	29 
2	28 
2	26 
2	1 
2	26 
2	28 
2	30 
2	1 
2	21 
2	29 
2	25 
2	17 
2	28 
2	33 
2	24 
2	21 
